delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,Meditation,Attention
309688,108145,10282,20322,6543,2285,2649,2274,37,1
332886,13162,2916,1680,2078,2030,1195,544,34,14
990278,95443,8044,8005,5811,2946,3213,1886,44,17
692024,210186,50560,46543,29298,20363,17261,8560,44,23
943635,162285,45509,55842,17289,10863,18619,10898,51,30
2301402,340906,59063,22423,43779,15083,6930,5226,50,20
384983,52932,29844,3353,19284,6787,4976,2363,57,30
751656,901110,127194,42631,25184,23480,22897,14538,53,20
1504398,432592,8373,26796,48353,7734,25316,8970,35,11
1708000,142159,51743,9062,27689,30152,10076,4398,38,26
128805,20887,25158,2961,2680,2856,725,631,47,23
3608378,231637,112261,135522,50216,28907,25375,20081,60,37
1691625,685523,98626,64082,36181,50281,21136,15592,69,50
742320,113056,55133,42080,52581,46604,7443,7548,75,54
811287,325943,47951,17443,35082,15787,11018,8460,57,51
430382,228996,32536,9922,17668,9531,4727,6402,41,44
67842,18334,2291,1375,4786,2689,1876,879,38,51
1124207,332339,29170,31321,15210,20091,7200,2837,29,37
720183,218289,77130,22142,26479,18927,6499,3402,35,40
45582,16817,2539,321,2318,717,477,787,35,40
843576,166947,22598,13457,25460,10941,8296,7957,37,30
1485564,627493,137495,38516,48882,62370,65450,24659,40,37
640178,961824,211624,32443,146738,26962,65641,30498,35,24
236691,23441,19609,25570,7441,3581,5558,3626,54,27
277329,17930,2644,2995,3601,3290,2040,1986,57,38
101109,27170,17228,6153,1849,1760,3148,964,67,27
206160,57362,2447,6162,3706,2263,1894,689,63,30
1289930,93944,40437,35873,31869,13035,7644,2461,56,37
67840,56590,3485,3040,8210,4465,2326,2818,47,29
836171,1037268,382307,53096,58290,39104,28143,21694,41,26
2164430,101276,51483,140677,20950,27041,39632,16162,61,38
1749424,79013,70158,70602,14798,18578,19053,13933,69,40
1463508,158217,38938,23388,13879,16884,9100,18754,81,43
1832488,138692,42477,26108,33513,14772,22698,15463,81,54
1581560,511039,243026,77675,66025,72053,32414,18030,74,53
2035737,121551,54158,37730,23314,16502,23037,8643,66,53
211786,54348,19822,13879,6710,3564,6420,1904,70,44
656886,105230,71487,23454,23396,36835,12425,10316,75,54
2574535,892445,381887,449949,137099,166473,91049,81756,77,54
332170,13383,2909,6412,1992,4158,1884,3047,77,54
52339,78344,16372,8518,4362,4647,3805,2197,69,50
1556703,71013,54595,47673,36442,36433,14012,9209,74,66
648250,272378,55652,25744,54346,20043,10976,15503,64,54
270400,18472,27042,7809,8126,3750,3712,1558,69,51
807576,68517,53930,25310,19945,33776,8752,1754,78,67
69753,61016,16878,17189,18842,5817,1877,1262,74,54
237067,34471,32767,3971,4591,5770,3077,1572,84,57
119104,12378,9295,4105,2361,1656,869,788,81,57
185553,16619,10777,3070,4741,1892,637,377,80,43
95697,18473,4019,2651,6209,1478,570,316,77,43
1584308,280988,11696,39066,56671,39041,17989,16161,60,47
346610,111179,10634,2621,17107,5179,3699,2809,40,41
1491336,120394,47689,26234,31013,7468,3597,8119,38,38
50237,18912,8015,7814,4736,1834,1838,763,44,37
72024,31483,5938,5126,1775,2078,1454,677,53,27
621651,173924,9927,19603,6299,12200,5874,3578,57,30
717389,141697,2444,29210,3246,11408,7361,3343,50,37
849106,441806,57835,100204,76656,25987,19853,7827,41,35
804941,48508,14152,11231,4195,4165,3354,2038,41,35
72308,70423,9131,12737,10868,2443,1550,760,41,26
1366845,65922,15422,9700,22160,20644,2900,3724,44,41
949339,81272,54731,124756,39796,36604,22313,7872,60,50
875064,48742,15040,5425,4899,2787,748,364,60,50
867063,74060,18575,20564,4438,11442,4476,3070,63,60
157607,155118,30600,25653,17492,7875,8426,6995,64,64
124896,32693,12112,6715,3109,1258,2119,1041,70,40
153572,253284,36046,23751,30488,9272,9691,4060,56,24
50128,12293,3757,1574,1207,997,349,247,54,17
264750,23997,45753,20317,18735,15954,11246,6183,67,35
2859925,738080,12178,104003,59934,42665,42474,27418,56,41
235484,151521,66177,2941,23050,9425,6314,6601,61,47
627722,166940,9032,13218,13410,37163,10780,22896,50,60
1403666,512693,34268,61102,46017,47296,39540,37649,29,50
650114,52129,14791,10304,15693,13542,11857,4358,38,63
628503,95134,115539,36540,27484,29060,7168,6775,47,75
469079,134299,67329,20647,21794,26436,13935,16145,61,67
208792,60575,4661,8076,1416,888,1381,914,63,48
393215,247123,23457,13807,11573,10511,9259,7160,54,29
820316,73846,40667,36162,7148,13397,7164,2802,54,27
390019,22011,6011,36554,18273,14348,13821,4649,60,35
243149,33995,6520,8703,3962,2528,1861,2323,64,50
1065109,63374,13458,3448,3133,3122,3780,2649,70,51
505092,39777,24352,79874,28031,30702,7784,9297,74,61
1555250,104045,21790,5278,22104,10625,11877,4702,60,48
372611,231038,22848,17096,16247,6777,7509,1971,51,41
902459,130939,14424,30534,30043,12030,12000,11163,51,47
2058002,321934,100369,18669,39143,28377,49844,15137,40,34
312003,52735,10086,3134,2557,4536,1745,2866,41,30
1359490,696956,220398,28444,46284,44961,25573,26296,48,38
819346,114239,118619,32434,29341,26344,35783,9495,60,41
2236399,214725,35666,40999,23626,16016,25500,10199,60,40
1302296,178522,37337,16231,28506,6560,10127,17332,61,29
980989,52588,39093,28853,11672,11308,8435,16666,69,38
427207,37041,8812,6744,7202,3190,4324,3240,61,35
223846,1081471,212956,114904,63725,55089,57469,33278,61,30
94572,98526,3129,6256,2950,1864,5024,1671,51,26
214121,12353,2868,5767,2701,2221,4387,1590,47,27
324459,1052182,244905,95160,196762,70461,21451,18811,43,26
807790,155939,44101,24174,5178,11656,3771,1915,48,27
178500,209081,43018,44001,13706,5855,2913,1727,60,29
1001787,224753,86283,18576,17161,9295,4547,5259,57,14
444136,73212,66600,26102,28011,10758,6260,2253,69,16
269435,271932,48525,11863,8859,4464,5697,2327,63,1
166800,115528,1479,18284,5395,8430,3592,2099,54,14
273434,29262,1957,8855,4913,5338,2186,2786,51,30
1391856,1067860,162363,191544,102601,42843,25100,25595,41,24
419792,111477,99183,18982,32719,17675,8709,10885,53,43
290867,70128,40969,16739,9956,8377,16822,6247,67,44
146002,17021,2718,8172,3929,1177,2628,2357,74,34
694739,167650,31509,11939,13110,12810,13671,8421,70,40
2966710,1428576,39283,116712,58539,25574,24040,20199,53,23
126372,54617,6456,12269,1816,3064,3158,1668,44,17
339554,84267,41300,10123,12486,2383,2114,3469,44,7
2185862,90933,79606,21176,17012,19818,12411,11650,56,13
312177,107411,13057,11961,26957,19880,8660,8486,60,37
165785,3502,3482,4647,3054,3518,3102,682,69,57
1608505,8822,7658,7344,4101,4707,2514,1631,75,84
858747,98802,37656,4687,4243,12861,7472,3152,66,83
517598,57185,16424,3428,3673,3089,3858,2060,74,69
1615840,566774,236904,133382,31102,36790,43432,18388,69,48
1308816,503987,290097,250896,75989,28789,50571,23849,69,26
546746,211513,48139,6867,16357,9535,16213,18013,66,14
3110859,187290,228577,27713,26686,13245,10089,9508,78,11
1105011,174159,13086,49064,53585,17526,3995,9945,69,20
2286847,637703,358877,39107,31456,29694,20974,21268,64,20
818016,107306,18722,10042,3372,8228,6582,3627,64,26
916406,103216,52082,67297,29290,22607,26736,20933,61,40
391315,92053,12789,17016,4464,8338,2837,4154,63,40
73420,10833,5381,3596,2046,1961,282,267,63,54
61103,27633,8488,1802,1649,1999,737,915,64,53
1973605,149364,7087,28887,19710,35569,8929,8108,51,60
97649,52937,26538,1316,4072,952,1407,412,54,40
1379683,178384,6777,137864,41017,29030,16587,8277,54,40
536224,10592,3357,564,1591,1346,601,853,50,37
603867,12018,15875,10206,1775,4639,2434,1506,63,47
189181,23287,3069,8204,3750,6405,1415,1237,67,44
1262282,134064,17185,41870,11021,13913,7230,15144,66,64
53297,38744,2250,4650,6390,3760,1357,1900,60,64
47306,126992,6597,2279,5799,4668,3948,3258,30,50
615231,122632,20213,9787,7189,6858,2059,1596,26,35
58282,11813,2777,2762,1348,2455,1054,279,24,41
893372,303288,26218,8727,12675,8547,6598,3331,23,29
369890,8650,1702,799,1784,765,1931,254,35,37
729030,69270,7391,12897,3817,8225,2758,1897,37,47
985907,206064,27070,28438,6018,30963,15276,17834,34,44
2731408,455740,267831,26580,43599,58989,45775,17333,48,57
545885,88600,15834,31060,8366,9470,9870,4293,54,57
91929,15123,15677,3743,2109,2851,1467,1495,67,54
154851,9403,15392,5477,6591,8016,2618,1399,81,63
1042345,198585,51561,26872,14569,9869,10390,7780,78,54
143186,72166,6922,5844,2690,3827,2922,3389,67,50
1359921,229242,67780,8990,13802,17959,4353,5168,56,47
33064,62499,6875,2271,6487,1679,2055,1142,37,20
318975,57177,42695,10165,16152,11457,8020,2882,41,30
2373633,222389,403494,143129,86977,28389,22328,19307,64,29
74922,26419,5016,1826,2322,3949,984,693,61,37
71158,72908,50578,4890,1696,3353,1622,1268,78,38
464661,38823,8363,6171,874,1066,883,344,74,20
1111817,246457,128899,56017,58032,25185,9543,11553,63,24
332078,72689,38956,17614,4425,5374,1885,1340,74,13
271146,22269,11724,3649,2300,2818,616,903,70,24
613232,133029,12370,27277,16662,22979,11365,3258,66,47
637701,323824,97702,18416,22402,11507,27792,18185,63,37
2521605,522767,2358,95915,45130,48048,10924,11354,48,43
3081610,441544,95807,63193,27223,53187,19830,16926,41,44
456747,111908,43377,10251,19467,12083,4924,2957,47,37
676812,180297,44344,39713,30236,13725,13272,3572,48,43
917801,166035,17823,17254,9359,6702,4969,3219,50,35
17030,37239,12481,8614,10939,6889,2991,3256,53,38
94296,73138,24917,5978,6069,8611,6164,2457,53,41
325620,20923,3191,7304,3934,2580,1786,1926,53,48
2287970,586045,154231,147108,69069,95977,44421,53483,60,60
151810,33651,7495,6531,2159,3650,3242,4185,60,56
550652,192810,45141,35134,10999,12996,7908,15917,57,48
658982,190065,66454,24212,11370,14241,9951,8087,60,43
1630461,637529,59838,21827,65486,25178,30452,23435,47,30
819279,37748,16217,9140,3936,6441,9907,1683,50,34
47250,55225,8137,5604,3979,3011,2563,2366,44,30
44350,11649,2851,726,1227,1358,743,279,40,38
1436639,759497,111859,159379,167270,119821,55987,61027,50,51
925950,73034,20062,1959,5830,3908,1319,931,41,43
64341,21316,699,4852,4134,2554,882,641,41,51
456397,179501,14533,8100,5739,6563,4149,2666,35,40
985895,20049,8405,7192,7646,3065,2835,2274,40,37
1071408,174034,5728,15839,15053,4210,3836,4950,34,29
611864,89393,17472,45795,17199,17550,12602,13046,41,34
548279,76260,14316,1457,1963,3087,1423,457,47,34
204488,87371,48825,1669,6748,4442,5862,3237,47,23
172838,11777,8390,5786,1735,3924,3343,1327,64,43
253703,40027,8391,10077,5647,3992,1916,1067,63,38
1025710,546294,51158,15675,22600,11941,11095,3962,57,30
1045947,553602,275330,354767,281018,94964,129294,46478,60,41
74775,8537,19160,8701,2363,1662,1002,806,69,26
2540359,165624,38734,110920,20434,18947,18179,21529,77,26
894152,171322,34465,55252,24467,14008,4173,9012,88,37
49212,7527,4373,1399,1418,1592,926,533,87,43
131957,24094,7206,12064,6241,2597,3661,908,74,47
192988,56950,44539,16118,24276,15228,3248,1903,70,53
347548,27616,14099,7326,9577,8159,1916,628,70,53
941,437,237,168,40,35,11,11,70,53
957514,145155,11079,39483,20576,22964,8664,3084,70,53
1046922,271177,10892,8730,15662,8573,3828,1823,53,48
92918,117848,8066,3394,2305,3146,2144,975,37,29
1606431,254745,60542,45299,62099,15960,21989,9323,29,26
1462409,300476,50034,25919,3789,29110,5508,3974,20,21
195704,25679,15992,3576,3234,2190,1197,1619,41,26
1951251,59231,61746,6530,25343,23251,30707,12318,61,48
736304,233606,107378,26423,64330,14341,30858,6122,64,48
338995,26805,18834,7170,4759,4012,2556,3742,77,48
827748,145050,56793,12122,22556,9746,8410,7352,74,47
223310,79531,4833,14124,5907,4261,2946,3349,63,30
1048998,182655,39479,65429,15432,16920,10459,6764,63,37
364042,87231,30888,10113,15571,8532,5878,3402,56,35
1347230,297268,54477,6526,30834,8661,14856,4160,48,27
109597,16478,6773,5067,3580,2775,572,898,56,37
2503110,683654,177123,11234,32319,27190,27996,23775,50,29
147559,14949,847,6651,2589,1443,791,499,50,29
970039,105039,30986,3782,4185,3433,3983,2283,56,27
891845,47290,49363,18834,13203,10855,2526,4169,63,27
170501,98548,43850,12219,11657,10202,2720,2525,67,35
62881,244771,12533,5154,3634,3960,5113,3638,51,17
387001,67367,26003,8735,5528,4088,3987,4042,54,23
817607,179439,16934,21539,12919,9675,10680,6297,40,16
1574387,890002,79037,76142,78261,40529,23066,19686,27,10
189125,22550,730,2187,4266,1370,419,480,34,24
982117,27875,26984,21598,2699,3788,2291,5118,43,26
1824591,915506,175842,123700,79050,60434,23268,29963,47,26
239867,69188,19637,27528,16290,18327,7601,3412,56,43
2184986,224991,48318,61253,15526,18163,19980,19711,69,43
203275,14726,6538,2810,5008,4282,820,489,60,57
377839,56612,2390,15260,14217,7253,2332,3375,57,64
184524,59116,8568,466,11396,4758,3786,1316,44,56
101546,11605,17992,6939,981,1507,1411,1763,57,54
374087,120218,10099,12261,5932,5785,5296,3736,48,37
132865,54876,21044,5281,3477,8034,10001,1401,53,38
1281720,143610,13254,14754,9026,11308,23192,10812,56,38
110523,97581,14067,6563,11035,8850,4375,1612,34,44
991662,197839,6176,48587,16836,26876,21676,5964,38,54
219768,87828,2717,6529,8166,10165,3271,4151,24,54
157747,48350,2090,3003,5015,1611,903,668,20,47
67337,32280,3687,871,1900,750,660,407,16,30
420413,97796,52145,11667,22724,28777,17784,3621,21,38
242833,38738,35263,15077,6752,6121,4667,3080,44,34
51454,11340,6508,3432,2816,1007,498,336,63,38
117716,64666,621,19862,3921,6182,2642,1814,70,53
29024,16256,1250,1965,3126,811,662,283,61,37
75157,12320,3683,3280,2036,1572,1555,737,53,38
825990,66684,5519,5638,6092,3185,5378,2387,38,37
200220,67548,30982,3541,9873,6100,1853,1615,43,34
1446098,152703,86483,41126,35544,12456,9364,4806,56,35
448213,87063,9609,11877,12337,10476,4257,2660,48,37
795733,83540,34000,6137,21904,9451,4549,3632,56,43
1090694,113637,33243,34601,10438,3867,2944,4220,60,34
150383,47928,3484,12537,2475,3942,1607,2321,51,37
415106,235738,3612,16300,18997,3519,5392,3174,43,14
57880,6576,4015,1670,1694,2168,1231,1485,48,24
425174,76977,3965,24697,11745,7100,16287,4366,41,37
942598,55665,24935,21057,8582,5168,4714,4268,50,35
947131,535793,184437,36655,32416,65908,34812,12502,64,56
614754,25629,21116,5148,4457,3249,2931,2954,66,44
183041,42001,1012,18580,6311,5817,3702,4562,67,47
55266,124211,13280,12666,20389,5061,8749,3330,54,41
614981,430015,30387,60915,37487,15625,29892,13775,50,29
170830,14038,12417,2455,3054,3086,914,324,50,35
187032,29511,2111,5243,2465,1657,1300,727,44,26
1605299,185333,195520,13506,18199,34847,17574,18344,61,38
484056,1131434,127306,77592,7478,30030,77722,20740,60,35
1914960,162022,25082,10901,18682,20467,16051,5388,47,34
241320,18323,4004,3970,392,1319,1010,582,53,37
440847,281685,76363,43016,55844,22287,8079,6325,44,29
58152,20190,8874,1210,941,651,670,295,53,29
918917,44054,28554,10849,9862,13192,20129,4670,64,35
523920,200605,33724,5988,5900,5162,4291,2510,56,26
1215563,1335558,40240,97188,16307,41359,22571,13072,44,20
661176,169878,11395,81001,10134,7482,9799,3894,47,21
712416,22557,11221,9066,4166,5785,2645,1883,47,20
102328,81687,1052,7364,3834,2090,3358,1104,41,21
1152991,94527,62664,14927,6342,10007,9723,4089,60,29
50011,6238,838,983,809,1153,396,545,51,48
1749820,586191,261009,34703,62528,50419,45089,28896,48,40
134796,70238,5361,12149,5466,2599,2615,1013,56,41
1484581,130224,47110,34556,62739,11518,6001,5694,50,41
700320,60300,6462,10969,7391,4058,3110,2715,51,29
126423,43869,4213,2288,2758,3493,3326,1722,40,30
1137316,1142205,104552,122162,121830,43981,28773,19015,37,30
2549808,227520,169970,52702,122902,68596,16442,9317,40,43
84913,36474,1605,3857,848,1491,376,416,35,38
251667,51837,3249,1823,1208,1647,944,547,30,27
99525,38364,6504,4697,5590,2452,722,564,34,34
1352893,339620,53912,6405,52390,11204,23000,5931,21,13
1382953,512188,13649,7501,19317,20210,12654,13015,8,13
23269,20578,3850,493,1600,1233,1025,913,16,17
902569,316702,54962,20833,12032,14964,10485,7415,16,16
2868783,425809,60562,85341,42328,20018,15166,11527,23,20
128131,16502,32947,2718,3379,2801,2070,819,57,24
632821,114745,9588,20431,12979,8815,3314,2529,60,27
54838,78269,8091,2471,6952,7518,2732,3977,53,37
146341,54591,6329,814,3918,2236,737,785,43,37
306339,76949,21704,15358,6577,8500,9978,4294,30,41
582841,58102,33186,8404,10341,5414,2524,1440,40,38
1222235,48699,132676,82530,23474,22340,12592,8039,69,37
197275,29204,14553,1470,3561,1988,1101,389,83,40
196579,691809,123598,10613,27650,15326,9181,11554,75,23
461539,164604,11126,20079,17219,22213,25506,10438,63,34
137171,130526,11533,5188,4968,4115,1847,1669,35,23
196169,88170,10897,4104,12214,5609,2730,2383,24,24
1305918,62605,9202,25559,26461,16218,10732,5933,29,50
414355,278412,13957,83004,46711,13320,13673,4712,35,37
45087,29267,34620,3863,1534,1935,2055,1422,56,37
134303,33765,11313,1734,7463,1889,2046,729,63,34
684898,354638,21477,27035,14032,12326,10315,7054,53,14
291382,134407,47225,4923,5531,5702,6872,3007,56,13
363486,49313,37032,9220,12217,4700,7348,2835,50,20
2207771,245783,38478,42914,33478,12537,20657,14818,50,20
383093,567597,65632,22200,27459,13581,8764,9166,50,14
2090849,1377670,142393,70304,67438,67334,86779,21836,41,17
718582,238817,10981,7949,7549,12609,11987,2920,20,16
142412,19927,12678,3280,2463,3580,1036,1401,27,26
38962,20284,5456,2735,6913,2605,2692,1709,35,43
1411899,745999,39216,104315,35747,40218,30341,14566,38,43
726047,29927,29115,2975,3531,1941,3460,1687,61,38
1669731,75999,35001,21426,3648,5276,11410,6309,61,27
1115913,70936,39005,11625,11710,6557,8669,3667,69,21
577081,81609,12919,18998,9511,6877,2578,1804,77,24
152553,49670,3995,7678,3492,3888,3307,748,61,34
220402,168265,50009,11740,9538,17216,23386,3705,56,41
2354784,612390,37982,50058,84757,67726,37114,47868,40,50
1047387,1927453,120773,114384,33840,27769,23931,14478,29,30
1271712,470492,88913,206684,45156,51617,55117,37520,38,30
100367,50082,12883,690,1740,3200,1720,451,35,26
92469,9353,1694,1677,1838,1312,840,368,43,26
598801,20729,5998,3048,2280,5063,1780,3666,53,54
164846,64586,4387,4882,7860,2167,3961,2665,40,47
188000,65944,9697,12047,3244,1783,4054,2286,41,37
780482,118185,26675,20022,12546,11260,14638,4527,43,29
161456,62697,2900,1776,2189,2550,5252,977,27,13
109610,4992,31117,879,5036,1156,1798,835,56,14
1006217,124069,50163,34997,19891,30761,7468,6626,60,37
59313,23350,6520,5486,3397,1060,646,488,61,29
844740,65668,15443,1923,9298,9914,3208,2381,70,43
1045724,74411,65461,64607,17101,9715,7080,4565,63,48
44779,46711,29587,14940,11877,6164,8935,7772,66,38
400475,38381,6234,8343,8588,3308,2029,1333,63,44
179153,11382,1130,1252,3162,1139,1852,254,60,41
354294,257274,49469,6027,35719,10240,3321,2138,41,38
452178,160604,56147,19273,25622,13597,13754,4951,37,37
305179,16756,4257,2848,3506,3077,616,350,37,44
987064,182259,33591,22557,41690,14064,8334,3641,40,41
279677,167003,33824,22488,28338,6936,7238,10437,44,40
92482,153886,9581,18941,10039,5625,3317,1547,37,34
853885,321898,4004,14484,95655,21554,13886,8306,17,24
1364575,211056,23608,17856,27000,14982,20467,3358,14,24
14259,34276,9391,2808,5991,2168,3540,546,14,27
345880,196630,30560,12591,6613,17663,4932,3031,16,40
367601,80151,17147,10531,43092,11951,2150,2740,30,44
395906,287262,119085,82489,47653,36896,30907,4310,41,48
439433,51682,4023,7674,5460,5194,3714,1881,38,54
1272521,390132,127514,29275,31238,21771,13309,8462,43,47
194090,87336,14621,6004,13535,7437,4218,3514,43,41
2366276,243508,114687,122646,31123,42407,24469,10935,47,43
125439,21308,1314,1888,3180,952,687,606,43,35
57799,30641,11697,4522,2490,3170,636,409,47,43
146923,25304,10813,3966,3880,4073,884,1872,53,48
